recommendation	placement	known_policy	clicks	cost_rub	conversions	cpa_rub	conversion_rate_pct	impressions	ad_network_types	campaigns	reason	raw_examples
ok	dsp-unityads.yandex.ru		0.00	0.00	0.00	0.00	0.00	11.00	AD_NETWORK	Портфолио		dsp-unityads.yandex.ru
ok	dsp-yeahmobi.yandex.ru		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		dsp-yeahmobi.yandex.ru
ok	games.taplab.thejourney		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		games.taplab.thejourney
ok	gismeteo.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		gismeteo.ru
ok	habr.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		habr.com
ok	hh.ru	monitor_first	0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио	Соискатели/вакансии, не покупатели	hh.ru
ok	inosmi.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		inosmi.ru
ok	kidultlovin.word.zen		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		kidultlovin.word.zen
ok	knigkindom.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		knigkindom.ru
ok	knigoblud.club		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		knigoblud.club
ok	librebook.me		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		librebook.me
ok	litmir.club		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		litmir.club
ok	m.mail.yandex.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		m.mail.yandex.ru
ok	m.pogoda.yandex.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		m.pogoda.yandex.ru
ok	mail.ru		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		mail.ru
ok	mail.yandex.ru		0.00	0.00	0.00	0.00	0.00	31.00	AD_NETWORK	Портфолио		mail.yandex.ru
ok	mirtesen.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		mirtesen.ru
ok	mk.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mk.ru
ok	ok.ru	monitor_first	0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио	Широкая соцсеть; контролировать по отчёту площадок	ok.ru
ok	pikabu.ru	monitor_first	0.00	0.00	0.00	0.00	0.00	6.00	AD_NETWORK	Портфолио	Развлекательный трафик	pikabu.ru
ok	pogoda.yandex.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		pogoda.yandex.ru
ok	rbc.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		rbc.ru
ok	readli.net		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		readli.net
ok	regnum.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		regnum.ru
ok	rian.ru		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		rian.ru
ok	ru.zen.android		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ru.zen.android
ok	russian.rt.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		russian.rt.com
ok	ruwiki.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		ruwiki.ru
ok	sdamgia.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		sdamgia.ru
ok	slushkinvsem.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		slushkinvsem.ru
ok	telik.live		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		telik.live
ok	teskin.jewels.planet		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		teskin.jewels.planet
ok	topwar.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		topwar.ru
ok	win.mail.ru		0.00	0.00	0.00	0.00	0.00	8.00	AD_NETWORK	Портфолио		win.mail.ru
ok	ya.ru		0.00	0.00	0.00	0.00	0.00	9.00	AD_NETWORK	Портфолио		ya.ru
ok	yaplakal.com	monitor_first	0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио	Развлекательный трафик	yaplakal.com
ok	яндекс		0.00	0.00	0.00	0.00	0.00	16.00	SEARCH	Портфолио		Яндекс
