recommendation	placement	known_policy	clicks	cost_rub	conversions	cpa_rub	conversion_rate_pct	impressions	ad_network_types	campaigns	reason	raw_examples
ok	spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king
ok	svpressa.ru		0.00	0.00	0.00	0.00	0.00	6.00	AD_NETWORK	Портфолио		svpressa.ru; www.svpressa.ru
ok	topcor.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		topcor.ru
ok	topwar.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		topwar.ru
ok	turkru-tv1.info		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		turkru-tv1.info
ok	video.yandex.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		video.yandex.ru
ok	voenhronika.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		voenhronika.ru
ok	win.mail.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		win.mail.ru
ok	ntv.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		www.ntv.ru
ok	sports.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		www.sports.ru
ok	yandex.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		yandex.ru
ok	yaplakal.com	monitor_first	0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио	Развлекательный трафик	yaplakal.com
